oai:ecommons.cornell.edu:1813/29836,The extent of the missionary enterprize,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 68.,,Pamphlets
oai:ecommons.cornell.edu:1813/29837,"The crisis of missions; or, the voice out of the cloud",,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 69.,,Pamphlets
oai:ecommons.cornell.edu:1813/29838,Proceedings of the first ten years of the American Tract Society,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 69.,,Pamphlets
oai:ecommons.cornell.edu:1813/29839,Protestant missions to the heathen,Protestant missions to the heathen: a general survey of their recent progress and present state throughout the world.,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 71.,,Pamphlets
oai:ecommons.cornell.edu:1813/29840,Talks on China,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 72.,,Pamphlets
oai:ecommons.cornell.edu:1813/29841,Annual of the Northern Baptist Convention,"Containing the proceedings of the fourth meeting held at Philadelphia, PA. June 13 to 18, 1911.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 74.,,Pamphlets
oai:ecommons.cornell.edu:1813/29842,The China Sunday School Journal,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 75.,,Pamphlets
oai:ecommons.cornell.edu:1813/29843,The call of God to men,"Papers and addresses of the conference of the Laymen's Missionary Movement of the Methodist Episcopal Church, South. Held at Chattanooga, Tennessee, April 21-23, 1908.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 75.,,Pamphlets
oai:ecommons.cornell.edu:1813/29844,Prophecy of the twentieth century,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 77.,,Pamphlets
oai:ecommons.cornell.edu:1813/29845,Reception of the delegates from the Society for the Propagation of the Gospel in Foreign Parts by the Board of Missions of the Protestant Episcopal Church in the United States of America,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 77.,,Pamphlets
oai:ecommons.cornell.edu:1813/29846,"A sermon, preached in the meeting house of the Baptist Society in Salem",A sermon preached for the benefit of the translations of the scriptures into the languages of India and China. With an appendix including remarks on President Smith's observations on foreign missions.,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 77.,,Pamphlets
oai:ecommons.cornell.edu:1813/29847,A report of the Malacca mission-station and the Anglo-Chinese college,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 79.,,Pamphlets
oai:ecommons.cornell.edu:1813/29848,Das Evangelium des Lucas im Volksdialekte der Hakka Chinesen,,This pamphlet is in the Hakka Chinese dialect. In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 79.,,Pamphlets
oai:ecommons.cornell.edu:1813/29849,Women's work in the Far East,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 80.,,Pamphlets
oai:ecommons.cornell.edu:1813/29850,The urgency and crisis in the Far East,"An address delivered before the Student Volunteer Conference held at Liverpool, England, January 2-7, 1908.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 81.,,Pamphlets
oai:ecommons.cornell.edu:1813/29851,Grandeur of the great commission,"A discourse by the Rev. E.P. Thwing, M.D., Ph.D, at the ordination of his son at Memorial Presbyterian Church, Brooklyn, N.Y., May 1, 1892, as a missionary to China.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 81.,,Pamphlets
oai:ecommons.cornell.edu:1813/29852,The Apostolic Church,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 81.,,Pamphlets
oai:ecommons.cornell.edu:1813/29853,Missionaries in the witness box,Personal testimonies from the foreign field.,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 81.,,Pamphlets
oai:ecommons.cornell.edu:1813/29854,"Memorial service for the late Right Reverend James Addison Ingle, at All Saints' Church, January 31st, 1904",,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 81.,,Pamphlets
oai:ecommons.cornell.edu:1813/29855,"A brief description of the Christian religion, and the various denominations into which the Christian world is divided",,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 82.,,Pamphlets
oai:ecommons.cornell.edu:1813/29856,Motives in foreign missions,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 82.,,Pamphlets
oai:ecommons.cornell.edu:1813/29857,On soul-winners and soul-winning,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 82.,,Pamphlets
oai:ecommons.cornell.edu:1813/29858,"The ascent of woman, or the struggle for the life of others",,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 82.,,Pamphlets
oai:ecommons.cornell.edu:1813/29859,Jubilee papers of the Central China Presbyterian Mission. 1844-1894,"Comprising historical sketches of the mission stations at Ningpo, Shanghai, Hangchow, Soochow and Nanking, with a sketch of the Presbyterian Mission Press.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 83.,,Pamphlets
oai:ecommons.cornell.edu:1813/29860,"A Mission Press sexagenary, 1844 to 1904","Giving a brief sketch of sixty years of the American Presbyterian Mission Press, Shanghai, China.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 83.,,Pamphlets
oai:ecommons.cornell.edu:1813/29861,"In memory of Reverend William Muirhead, D. D.","A sermon delivered in Union Church, Shanghai.",In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 83.,,Pamphlets
oai:ecommons.cornell.edu:1813/29862,A missionary hospital in China,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 83.,,Pamphlets
oai:ecommons.cornell.edu:1813/29863,The awakening of China,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 85.,,Pamphlets
oai:ecommons.cornell.edu:1813/29864,The status of women in China,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 86.,,Pamphlets
oai:ecommons.cornell.edu:1813/29865,Do not say; or the church's excuses for neglecting the heathen,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 86.,,Pamphlets
oai:ecommons.cornell.edu:1813/29866,Is there anything in it?,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 86.,,Pamphlets
oai:ecommons.cornell.edu:1813/29867,A descriptive catalogue of books and tracts,,In a volume lettered: China and the Chinese: a collection of pamphlets relating thereto. Volume 86.,,Pamphlets
